"destination_name","starting_city","ending_city","route_length","route_points","order"
"Los Angeles - New York","Pittsburgh","New York",2,2,7
"Los Angeles - Oklahoma City","Los Angeles","Phoenix",3,4,1
"Los Angeles - Oklahoma City","Phoenix","Santa Fe",3,4,2
"Los Angeles - Oklahoma City","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Omaha","Los Angeles","Phoenix",3,4,1
"Los Angeles - Omaha","Phoenix","Denver",5,10,2
"Los Angeles - Omaha","Denver","Omaha",4,7,3
"Los Angeles - Phoenix","Los Angeles","Phoenix",3,4,1
"Los Angeles - Pittsburgh","Los Angeles","Phoenix",3,4,1
"Los Angeles - Pittsburgh","Phoenix","Santa Fe",3,4,2
"Los Angeles - Pittsburgh","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Pittsburgh","Oklahoma City","Kansas City",2,2,4
"Los Angeles - Pittsburgh","Kansas City","Saint Louis",2,2,5
"Los Angeles - Pittsburgh","Saint Louis","Pittsburgh",5,10,6
"Los Angeles - Portland","Los Angeles","San Francisco",3,4,1
"Los Angeles - Portland","San Francisco","Portland",5,10,2
"Los Angeles - Raleigh","Los Angeles","Phoenix",3,4,1
"Los Angeles - Raleigh","Phoenix","Santa Fe",3,4,2
"Los Angeles - Raleigh","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Raleigh","Oklahoma City","Little Rock",2,2,4
"Los Angeles - Raleigh","Little Rock","Nashville",3,4,5
"Los Angeles - Raleigh","Nashville","Raleigh",3,4,6
"Los Angeles - Saint Louis","Los Angeles","Phoenix",3,4,1
"Los Angeles - Saint Louis","Phoenix","Santa Fe",3,4,2
"Los Angeles - Saint Louis","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Saint Louis","Oklahoma City","Kansas City",2,2,4
"Los Angeles - Saint Louis","Kansas City","Saint Louis",2,2,5
"Los Angeles - Salt Lake City","Los Angeles","Las Vegas",2,2,1
"Los Angeles - Salt Lake City","Las Vegas","Salt Lake City",3,4,2
"Los Angeles - San Francisco","Los Angeles","San Francisco",3,4,1
"Los Angeles - Santa Fe","Los Angeles","Phoenix",3,4,1
"Los Angeles - Santa Fe","Phoenix","Santa Fe",3,4,2
"Los Angeles - Sault St. Marie","Los Angeles","Las Vegas",2,2,1
"Los Angeles - Sault St. Marie","Las Vegas","Salt Lake City",3,4,2
"Los Angeles - Sault St. Marie","Salt Lake City","Helena",3,4,3
"Los Angeles - Sault St. Marie","Helena","Duluth",6,15,4
"Los Angeles - Sault St. Marie","Duluth","Sault St. Marie",3,4,5
"Los Angeles - Seattle","Los Angeles","San Francisco",3,4,1
"Los Angeles - Seattle","San Francisco","Portland",5,10,2
"Los Angeles - Seattle","Portland","Seattle",1,1,3
"Los Angeles - Toronto","Los Angeles","Las Vegas",2,2,1
"Los Angeles - Toronto","Las Vegas","Salt Lake City",3,4,2
"Los Angeles - Toronto","Salt Lake City","Helena",3,4,3
"Los Angeles - Toronto","Helena","Duluth",6,15,4
"Los Angeles - Toronto","Duluth","Sault St. Marie",3,4,5
"Los Angeles - Toronto","Sault St. Marie","Toronto",2,2,6
"Los Angeles - Vancouver","Los Angeles","San Francisco",3,4,1
"Los Angeles - Vancouver","San Francisco","Portland",5,10,2
"Los Angeles - Vancouver","Portland","Seattle",1,1,3
"Los Angeles - Vancouver","Seattle","Vancouver",1,1,4
"Los Angeles - Washington","Los Angeles","Phoenix",3,4,1
"Los Angeles - Washington","Phoenix","Santa Fe",3,4,2
"Los Angeles - Washington","Santa Fe","Oklahoma City",3,4,3
"Los Angeles - Washington","Oklahoma City","Little Rock",2,2,4
"Los Angeles - Washington","Little Rock","Nashville",3,4,5
"Los Angeles - Washington","Nashville","Raleigh",3,4,6
"Los Angeles - Washington","Raleigh","Washington",2,2,7
"Los Angeles - Winnipeg","Los Angeles","Las Vegas",2,2,1
"Los Angeles - Winnipeg","Las Vegas","Salt Lake City",3,4,2
"Los Angeles - Winnipeg","Salt Lake City","Helena",3,4,3
"Los Angeles - Winnipeg","Helena","Winnipeg",4,7,4
"Miami - Montreal","Miami","Charleston",4,7,1
"Miami - Montreal","Charleston","Raleigh",2,2,2
"Miami - Montreal","Raleigh","Pittsburgh",2,2,3
"Miami - Montreal","Pittsburgh","New York",2,2,4
"Miami - Montreal","New York","Montreal",3,4,5
"Miami - Nashville","Miami","Atlanta",5,10,1
"Miami - Nashville","Atlanta","Nashville",1,1,2
"Miami - New Orleans","Miami","New Orleans",6,15,1
"Miami - New York","Miami","Charleston",4,7,1
"Miami - New York","Charleston","Raleigh",2,2,2
"Miami - New York","Raleigh","Pittsburgh",2,2,3
"Miami - New York","Pittsburgh","New York",2,2,4
"Miami - Oklahoma City","Miami","New Orleans",6,15,1
"Miami - Oklahoma City","New Orleans","Little Rock",3,4,2
"Miami - Oklahoma City","Little Rock","Oklahoma City",2,2,3
"Miami - Omaha","Miami","Atlanta",5,10,1
"Miami - Omaha","Atlanta","Nashville",1,1,2
"Miami - Omaha","Nashville","Saint Louis",2,2,3
"Miami - Omaha","Saint Louis","Kansas City",2,2,4
"Miami - Omaha","Kansas City","Omaha",1,1,5
"Miami - Phoenix","Miami","New Orleans",6,15,1
"Miami - Phoenix","New Orleans","Houston",2,2,2
"Miami - Phoenix","Houston","Dallas",1,1,3
"Miami - Phoenix","Dallas","El Paso",4,7,4
"Miami - Phoenix","El Paso","Phoenix",3,4,5
"Miami - Pittsburgh","Miami","Charleston",4,7,1
"Miami - Pittsburgh","Charleston","Raleigh",2,2,2
"Miami - Pittsburgh","Raleigh","Pittsburgh",2,2,3
"Miami - Portland","Miami","Atlanta",5,10,1
"Miami - Portland","Atlanta","Nashville",1,1,2
"Miami - Portland","Nashville","Saint Louis",2,2,3
"Miami - Portland","Saint Louis","Kansas City",2,2,4
"Miami - Portland","Kansas City","Omaha",1,1,5
"Miami - Portland","Omaha","Helena",5,10,6
"Miami - Portland","Helena","Seattle",6,15,7
"Miami - Portland","Seattle","Portland",1,1,8
"Miami - Raleigh","Miami","Charleston",4,7,1
"Miami - Raleigh","Charleston","Raleigh",2,2,2
"Miami - Saint Louis","Miami","Atlanta",5,10,1
"Miami - Saint Louis","Atlanta","Nashville",1,1,2
"Miami - Saint Louis","Nashville","Saint Louis",2,2,3
"Miami - Salt Lake City","Miami","Atlanta",5,10,1
"Miami - Salt Lake City","Atlanta","Nashville",1,1,2
"Miami - Salt Lake City","Nashville","Saint Louis",2,2,3
"Miami - Salt Lake City","Saint Louis","Kansas City",2,2,4
"Miami - Salt Lake City","Kansas City","Denver",4,7,5
"Miami - Salt Lake City","Denver","Salt Lake City",3,4,6
"Miami - San Francisco","Miami","New Orleans",6,15,1
"Miami - San Francisco","New Orleans","Houston",2,2,2
"Miami - San Francisco","Houston","Dallas",1,1,3
"Miami - San Francisco","Dallas","El Paso",4,7,4
"Miami - San Francisco","El Paso","Los Angeles",6,15,5
"Miami - San Francisco","Los Angeles","San Francisco",3,4,6
"Miami - Santa Fe","Miami","New Orleans",6,15,1
"Miami - Santa Fe","New Orleans","Little Rock",3,4,2
"Miami - Santa Fe","Little Rock","Oklahoma City",2,2,3
"Miami - Santa Fe","Oklahoma City","Santa Fe",3,4,4
"Miami - Sault St. Marie","Miami","Charleston",4,7,1
"Miami - Sault St. Marie","Charleston","Raleigh",2,2,2
"Miami - Sault St. Marie","Raleigh","Pittsburgh",2,2,3
"Miami - Sault St. Marie","Pittsburgh","Toronto",2,2,4
"Miami - Sault St. Marie","Toronto","Sault St. Marie",2,2,5
"Miami - Seattle","Miami","Atlanta",5,10,1
"Miami - Seattle","Atlanta","Nashville",1,1,2
"Miami - Seattle","Nashville","Saint Louis",2,2,3
"Miami - Seattle","Saint Louis","Kansas City",2,2,4
"Miami - Seattle","Kansas City","Omaha",1,1,5
"Miami - Seattle","Omaha","Helena",5,10,6
"Miami - Seattle","Helena","Seattle",6,15,7
"Miami - Toronto","Miami","Charleston",4,7,1
"Miami - Toronto","Charleston","Raleigh",2,2,2
"Miami - Toronto","Raleigh","Pittsburgh",2,2,3
"Miami - Toronto","Pittsburgh","Toronto",2,2,4
"Miami - Vancouver","Miami","Atlanta",5,10,1
"Miami - Vancouver","Atlanta","Nashville",1,1,2
"Miami - Vancouver","Nashville","Saint Louis",2,2,3
"Miami - Vancouver","Saint Louis","Kansas City",2,2,4
"Miami - Vancouver","Kansas City","Omaha",1,1,5
"Miami - Vancouver","Omaha","Helena",5,10,6
"Miami - Vancouver","Helena","Seattle",6,15,7
"Miami - Vancouver","Seattle","Vancouver",1,1,8
"Miami - Washington","Miami","Charleston",4,7,1
"Miami - Washington","Charleston","Raleigh",2,2,2
"Miami - Washington","Raleigh","Washington",2,2,3
"Miami - Winnipeg","Miami","Atlanta",5,10,1
"Miami - Winnipeg","Atlanta","Nashville",1,1,2
"Miami - Winnipeg","Nashville","Saint Louis",2,2,3
"Miami - Winnipeg","Saint Louis","Chicago",2,2,4
"Miami - Winnipeg","Chicago","Duluth",3,4,5
"Miami - Winnipeg","Duluth","Winnipeg",4,7,6
"Montreal - Nashville","Montreal","New York",3,4,1
"Montreal - Nashville","New York","Pittsburgh",2,2,2
"Montreal - Nashville","Pittsburgh","Nashville",4,7,3
"Montreal - New Orleans","Montreal","New York",3,4,1
"Montreal - New Orleans","New York","Pittsburgh",2,2,2
"Montreal - New Orleans","Pittsburgh","Raleigh",2,2,3
"Montreal - New Orleans","Raleigh","Atlanta",2,2,4
"Montreal - New Orleans","Atlanta","New Orleans",4,7,5
"Montreal - New York","Montreal","New York",3,4,1
"Montreal - Oklahoma City","Montreal","Sault St. Marie",5,10,1
"Montreal - Oklahoma City","Sault St. Marie","Duluth",3,4,2
"Montreal - Oklahoma City","Duluth","Omaha",2,2,3
"Montreal - Oklahoma City","Omaha","Kansas City",1,1,4
"Montreal - Oklahoma City","Kansas City","Oklahoma City",2,2,5
"Montreal - Omaha","Montreal","Sault St. Marie",5,10,1
"Montreal - Omaha","Sault St. Marie","Duluth",3,4,2
"Montreal - Omaha","Duluth","Omaha",2,2,3
"Montreal - Phoenix","Montreal","Sault St. Marie",5,10,1
"Montreal - Phoenix","Sault St. Marie","Duluth",3,4,2
"Montreal - Phoenix","Duluth","Omaha",2,2,3
"Montreal - Phoenix","Omaha","Denver",4,7,4
"Montreal - Phoenix","Denver","Phoenix",5,10,5
"Montreal - Pittsburgh","Montreal","New York",3,4,1
"Montreal - Pittsburgh","New York","Pittsburgh",2,2,2
"Montreal - Portland","Montreal","Sault St. Marie",5,10,1
"Montreal - Portland","Sault St. Marie","Duluth",3,4,2
"Montreal - Portland","Duluth","Helena",6,15,3
"Montreal - Portland","Helena","Seattle",6,15,4
"Montreal - Portland","Seattle","Portland",1,1,5
"Montreal - Raleigh","Montreal","New York",3,4,1
"Montreal - Raleigh","New York","Pittsburgh",2,2,2
"Montreal - Raleigh","Pittsburgh","Raleigh",2,2,3
"Montreal - Saint Louis","Montreal","Toronto",3,4,1
"Montreal - Saint Louis","Toronto","Chicago",4,7,2
"Montreal - Saint Louis","Chicago","Saint Louis",2,2,3
"Montreal - Salt Lake City","Montreal","Sault St. Marie",5,10,1
"Montreal - Salt Lake City","Sault St. Marie","Duluth",3,4,2
"Montreal - Salt Lake City","Duluth","Helena",6,15,3
"Montreal - Salt Lake City","Helena","Salt Lake City",3,4,4
"Montreal - San Francisco","Montreal","Sault St. Marie",5,10,1
"Montreal - San Francisco","Sault St. Marie","Duluth",3,4,2
"Montreal - San Francisco","Duluth","Helena",6,15,3
"Montreal - San Francisco","Helena","Salt Lake City",3,4,4
"Montreal - San Francisco","Salt Lake City","San Francisco",5,10,5
"Montreal - Santa Fe","Montreal","Sault St. Marie",5,10,1
"Montreal - Santa Fe","Sault St. Marie","Duluth",3,4,2
"Montreal - Santa Fe","Duluth","Omaha",2,2,3
"Montreal - Santa Fe","Omaha","Denver",4,7,4
"Montreal - Santa Fe","Denver","Santa Fe",2,2,5
"Montreal - Sault St. Marie","Montreal","Sault St. Marie",5,10,1
"Montreal - Seattle","Montreal","Sault St. Marie",5,10,1
"Montreal - Seattle","Sault St. Marie","Duluth",3,4,2
"Montreal - Seattle","Duluth","Helena",6,15,3
"Montreal - Seattle","Helena","Seattle",6,15,4
"Montreal - Toronto","Montreal","Toronto",3,4,1
"Montreal - Vancouver","Montreal","Sault St. Marie",5,10,1
"Montreal - Vancouver","Sault St. Marie","Winnipeg",6,15,2
"Montreal - Vancouver","Winnipeg","Calgary",6,15,3
"Montreal - Vancouver","Calgary","Vancouver",3,4,4
"Montreal - Washington","Montreal","New York",3,4,1
"Montreal - Washington","New York","Washington",2,2,2
"Montreal - Winnipeg","Montreal","Sault St. Marie",5,10,1
"Montreal - Winnipeg","Sault St. Marie","Winnipeg",6,15,2
"Nashville - New Orleans","Nashville","Atlanta",1,1,1
"Nashville - New Orleans","Atlanta","New Orleans",4,7,2
"Nashville - New York","Nashville","Pittsburgh",4,7,1
"Nashville - New York","Pittsburgh","New York",2,2,2
"Nashville - Oklahoma City","Nashville","Little Rock",3,4,1
"Nashville - Oklahoma City","Little Rock","Oklahoma City",2,2,2
"Nashville - Omaha","Nashville","Saint Louis",2,2,1
"Nashville - Omaha","Saint Louis","Kansas City",2,2,2
"Nashville - Omaha","Kansas City","Omaha",1,1,3
"Nashville - Phoenix","Nashville","Little Rock",3,4,1
"Nashville - Phoenix","Little Rock","Oklahoma City",2,2,2
"Nashville - Phoenix","Oklahoma City","Santa Fe",3,4,3
"Nashville - Phoenix","Santa Fe","Phoenix",3,4,4
"Nashville - Pittsburgh","Nashville","Pittsburgh",4,7,1
"Nashville - Portland","Nashville","Saint Louis",2,2,1
"Nashville - Portland","Saint Louis","Kansas City",2,2,2
"Nashville - Portland","Kansas City","Omaha",1,1,3
"Nashville - Portland","Omaha","Helena",5,10,4
"Nashville - Portland","Helena","Seattle",6,15,5
"Nashville - Portland","Seattle","Portland",1,1,6
"Nashville - Raleigh","Nashville","Raleigh",3,4,1
"Nashville - Saint Louis","Nashville","Saint Louis",2,2,1
"Nashville - Salt Lake City","Nashville","Saint Louis",2,2,1
"Nashville - Salt Lake City","Saint Louis","Kansas City",2,2,2
"Nashville - Salt Lake City","Kansas City","Denver",4,7,3
"Nashville - Salt Lake City","Denver","Salt Lake City",3,4,4
"Nashville - San Francisco","Nashville","Saint Louis",2,2,1
"Nashville - San Francisco","Saint Louis","Kansas City",2,2,2
"Nashville - San Francisco","Kansas City","Denver",4,7,3
"Nashville - San Francisco","Denver","Salt Lake City",3,4,4
"Nashville - San Francisco","Salt Lake City","San Francisco",5,10,5
"Nashville - Santa Fe","Nashville","Little Rock",3,4,1
"Nashville - Santa Fe","Little Rock","Oklahoma City",2,2,2
"Nashville - Santa Fe","Oklahoma City","Santa Fe",3,4,3
"Nashville - Sault St. Marie","Nashville","Pittsburgh",4,7,1
"Nashville - Sault St. Marie","Pittsburgh","Toronto",2,2,2
"Nashville - Sault St. Marie","Toronto","Sault St. Marie",2,2,3
"Nashville - Seattle","Nashville","Saint Louis",2,2,1
"Nashville - Seattle","Saint Louis","Kansas City",2,2,2
"Nashville - Seattle","Kansas City","Omaha",1,1,3
"Nashville - Seattle","Omaha","Helena",5,10,4
"Nashville - Seattle","Helena","Seattle",6,15,5
"Nashville - Toronto","Nashville","Pittsburgh",4,7,1
"Nashville - Toronto","Pittsburgh","Toronto",2,2,2
"Nashville - Vancouver","Nashville","Saint Louis",2,2,1
"Nashville - Vancouver","Saint Louis","Kansas City",2,2,2
"Nashville - Vancouver","Kansas City","Omaha",1,1,3
"Nashville - Vancouver","Omaha","Helena",5,10,4
"Nashville - Vancouver","Helena","Seattle",6,15,5
"Nashville - Vancouver","Seattle","Vancouver",1,1,6
"Nashville - Washington","Nashville","Raleigh",3,4,1
"Nashville - Washington","Raleigh","Washington",2,2,2
"Nashville - Winnipeg","Nashville","Saint Louis",2,2,1
"Nashville - Winnipeg","Saint Louis","Chicago",2,2,2
"Nashville - Winnipeg","Chicago","Duluth",3,4,3
"Nashville - Winnipeg","Duluth","Winnipeg",4,7,4
"New Orleans - New York","New Orleans","Atlanta",4,7,1
"New Orleans - New York","Atlanta","Raleigh",2,2,2
"New Orleans - New York","Raleigh","Pittsburgh",2,2,3
"New Orleans - New York","Pittsburgh","New York",2,2,4
"New Orleans - Oklahoma City","New Orleans","Little Rock",3,4,1
"New Orleans - Oklahoma City","Little Rock","Oklahoma City",2,2,2
"New Orleans - Omaha","New Orleans","Little Rock",3,4,1
"New Orleans - Omaha","Little Rock","Oklahoma City",2,2,2
"New Orleans - Omaha","Oklahoma City","Kansas City",2,2,3
"New Orleans - Omaha","Kansas City","Omaha",1,1,4
"New Orleans - Phoenix","New Orleans","Houston",2,2,1
"New Orleans - Phoenix","Houston","Dallas",1,1,2
"New Orleans - Phoenix","Dallas","El Paso",4,7,3
"New Orleans - Phoenix","El Paso","Phoenix",3,4,4
"New Orleans - Pittsburgh","New Orleans","Atlanta",4,7,1
"New Orleans - Pittsburgh","Atlanta","Raleigh",2,2,2
"New Orleans - Pittsburgh","Raleigh","Pittsburgh",2,2,3
"New Orleans - Portland","New Orleans","Little Rock",3,4,1
"New Orleans - Portland","Little Rock","Oklahoma City",2,2,2
"New Orleans - Portland","Oklahoma City","Denver",4,7,3
"New Orleans - Portland","Denver","Salt Lake City",3,4,4
"New Orleans - Portland","Salt Lake City","Portland",6,15,5
"New Orleans - Raleigh","New Orleans","Atlanta",4,7,1
"New Orleans - Raleigh","Atlanta","Raleigh",2,2,2
"New Orleans - Saint Louis","New Orleans","Little Rock",3,4,1
"New Orleans - Saint Louis","Little Rock","Saint Louis",2,2,2
"New Orleans - Salt Lake City","New Orleans","Little Rock",3,4,1
"New Orleans - Salt Lake City","Little Rock","Oklahoma City",2,2,2
"New Orleans - Salt Lake City","Oklahoma City","Denver",4,7,3
"New Orleans - Salt Lake City","Denver","Salt Lake City",3,4,4
"New Orleans - San Francisco","New Orleans","Houston",2,2,1
"New Orleans - San Francisco","Houston","Dallas",1,1,2
"New Orleans - San Francisco","Dallas","El Paso",4,7,3
"New Orleans - San Francisco","El Paso","Los Angeles",6,15,4
"New Orleans - San Francisco","Los Angeles","San Francisco",3,4,5
"New Orleans - Santa Fe","New Orleans","Little Rock",3,4,1
"New Orleans - Santa Fe","Little Rock","Oklahoma City",2,2,2
"New Orleans - Santa Fe","Oklahoma City","Santa Fe",3,4,3
"New Orleans - Sault St. Marie","New Orleans","Atlanta",4,7,1
"New Orleans - Sault St. Marie","Atlanta","Raleigh",2,2,2
"New Orleans - Sault St. Marie","Raleigh","Pittsburgh",2,2,3
"New Orleans - Sault St. Marie","Pittsburgh","Toronto",2,2,4
"New Orleans - Sault St. Marie","Toronto","Sault St. Marie",2,2,5
"New Orleans - Seattle","New Orleans","Little Rock",3,4,1
"New Orleans - Seattle","Little Rock","Oklahoma City",2,2,2
"New Orleans - Seattle","Oklahoma City","Denver",4,7,3
"New Orleans - Seattle","Denver","Helena",4,7,4
"New Orleans - Seattle","Helena","Seattle",6,15,5
"New Orleans - Toronto","New Orleans","Atlanta",4,7,1
"New Orleans - Toronto","Atlanta","Raleigh",2,2,2
"New Orleans - Toronto","Raleigh","Pittsburgh",2,2,3
"New Orleans - Toronto","Pittsburgh","Toronto",2,2,4
"New Orleans - Vancouver","New Orleans","Little Rock",3,4,1
"New Orleans - Vancouver","Little Rock","Oklahoma City",2,2,2
"New Orleans - Vancouver","Oklahoma City","Denver",4,7,3
"New Orleans - Vancouver","Denver","Helena",4,7,4
"New Orleans - Vancouver","Helena","Seattle",6,15,5
"New Orleans - Vancouver","Seattle","Vancouver",1,1,6
"New Orleans - Washington","New Orleans","Atlanta",4,7,1
"New Orleans - Washington","Atlanta","Raleigh",2,2,2
"New Orleans - Washington","Raleigh","Washington",2,2,3
"New Orleans - Winnipeg","New Orleans","Little Rock",3,4,1
"New Orleans - Winnipeg","Little Rock","Saint Louis",2,2,2
"New Orleans - Winnipeg","Saint Louis","Chicago",2,2,3
"New Orleans - Winnipeg","Chicago","Duluth",3,4,4
"New Orleans - Winnipeg","Duluth","Winnipeg",4,7,5
"New York - Oklahoma City","New York","Pittsburgh",2,2,1
"New York - Oklahoma City","Pittsburgh","Saint Louis",5,10,2
"New York - Oklahoma City","Saint Louis","Kansas City",2,2,3
"New York - Oklahoma City","Kansas City","Oklahoma City",2,2,4
"New York - Omaha","New York","Pittsburgh",2,2,1
"New York - Omaha","Pittsburgh","Chicago",3,4,2
"New York - Omaha","Chicago","Omaha",4,7,3
"New York - Phoenix","New York","Pittsburgh",2,2,1
"New York - Phoenix","Pittsburgh","Saint Louis",5,10,2
"New York - Phoenix","Saint Louis","Kansas City",2,2,3
"New York - Phoenix","Kansas City","Oklahoma City",2,2,4
"New York - Phoenix","Oklahoma City","Santa Fe",3,4,5
"New York - Phoenix","Santa Fe","Phoenix",3,4,6
"New York - Pittsburgh","New York","Pittsburgh",2,2,1
"New York - Portland","New York","Pittsburgh",2,2,1
"New York - Portland","Pittsburgh","Chicago",3,4,2
"New York - Portland","Chicago","Duluth",3,4,3
"New York - Portland","Duluth","Helena",6,15,4
"New York - Portland","Helena","Seattle",6,15,5
"New York - Portland","Seattle","Portland",1,1,6
"New York - Raleigh","New York","Pittsburgh",2,2,1
"New York - Raleigh","Pittsburgh","Raleigh",2,2,2
"New York - Saint Louis","New York","Pittsburgh",2,2,1
"New York - Saint Louis","Pittsburgh","Saint Louis",5,10,2
"New York - Salt Lake City","New York","Pittsburgh",2,2,1
"New York - Salt Lake City","Pittsburgh","Saint Louis",5,10,2
"New York - Salt Lake City","Saint Louis","Kansas City",2,2,3
"New York - Salt Lake City","Kansas City","Denver",4,7,4
"New York - Salt Lake City","Denver","Salt Lake City",3,4,5
"New York - San Francisco","New York","Pittsburgh",2,2,1
"New York - San Francisco","Pittsburgh","Saint Louis",5,10,2
"New York - San Francisco","Saint Louis","Kansas City",2,2,3
"New York - San Francisco","Kansas City","Denver",4,7,4
"New York - San Francisco","Denver","Salt Lake City",3,4,5
"New York - San Francisco","Salt Lake City","San Francisco",5,10,6
"New York - Santa Fe","New York","Pittsburgh",2,2,1
"New York - Santa Fe","Pittsburgh","Saint Louis",5,10,2
"New York - Santa Fe","Saint Louis","Kansas City",2,2,3
"New York - Santa Fe","Kansas City","Oklahoma City",2,2,4
"New York - Santa Fe","Oklahoma City","Santa Fe",3,4,5
"New York - Sault St. Marie","New York","Pittsburgh",2,2,1
"New York - Sault St. Marie","Pittsburgh","Toronto",2,2,2
"New York - Sault St. Marie","Toronto","Sault St. Marie",2,2,3
"New York - Seattle","New York","Pittsburgh",2,2,1
"New York - Seattle","Pittsburgh","Chicago",3,4,2
"New York - Seattle","Chicago","Duluth",3,4,3
"New York - Seattle","Duluth","Helena",6,15,4
"New York - Seattle","Helena","Seattle",6,15,5
"New York - Toronto","New York","Pittsburgh",2,2,1
"New York - Toronto","Pittsburgh","Toronto",2,2,2
"New York - Vancouver","New York","Pittsburgh",2,2,1
"New York - Vancouver","Pittsburgh","Chicago",3,4,2
"New York - Vancouver","Chicago","Duluth",3,4,3
"New York - Vancouver","Duluth","Helena",6,15,4
"New York - Vancouver","Helena","Seattle",6,15,5
"New York - Vancouver","Seattle","Vancouver",1,1,6
"New York - Washington","New York","Washington",2,2,1
"New York - Winnipeg","New York","Pittsburgh",2,2,1
"New York - Winnipeg","Pittsburgh","Toronto",2,2,2
"New York - Winnipeg","Toronto","Sault St. Marie",2,2,3
"New York - Winnipeg","Sault St. Marie","Winnipeg",6,15,4
"Oklahoma City - Omaha","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Omaha","Kansas City","Omaha",1,1,2
"Oklahoma City - Phoenix","Oklahoma City","Santa Fe",3,4,1
"Oklahoma City - Phoenix","Santa Fe","Phoenix",3,4,2
"Oklahoma City - Pittsburgh","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Pittsburgh","Kansas City","Saint Louis",2,2,2
"Oklahoma City - Pittsburgh","Saint Louis","Pittsburgh",5,10,3
"Oklahoma City - Portland","Oklahoma City","Denver",4,7,1
"Oklahoma City - Portland","Denver","Salt Lake City",3,4,2
"Oklahoma City - Portland","Salt Lake City","Portland",6,15,3
"Oklahoma City - Raleigh","Oklahoma City","Little Rock",2,2,1
"Oklahoma City - Raleigh","Little Rock","Nashville",3,4,2
"Oklahoma City - Raleigh","Nashville","Raleigh",3,4,3
"Oklahoma City - Saint Louis","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Saint Louis","Kansas City","Saint Louis",2,2,2
"Oklahoma City - Salt Lake City","Oklahoma City","Denver",4,7,1
"Oklahoma City - Salt Lake City","Denver","Salt Lake City",3,4,2
"Oklahoma City - San Francisco","Oklahoma City","Denver",4,7,1
"Oklahoma City - San Francisco","Denver","Salt Lake City",3,4,2
"Oklahoma City - San Francisco","Salt Lake City","San Francisco",5,10,3
"Oklahoma City - Santa Fe","Oklahoma City","Santa Fe",3,4,1
"Oklahoma City - Sault St. Marie","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Sault St. Marie","Kansas City","Omaha",1,1,2
"Oklahoma City - Sault St. Marie","Omaha","Duluth",2,2,3
"Oklahoma City - Sault St. Marie","Duluth","Sault St. Marie",3,4,4
"Oklahoma City - Seattle","Oklahoma City","Denver",4,7,1
"Oklahoma City - Seattle","Denver","Helena",4,7,2
"Oklahoma City - Seattle","Helena","Seattle",6,15,3
"Oklahoma City - Toronto","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Toronto","Kansas City","Saint Louis",2,2,2
"Oklahoma City - Toronto","Saint Louis","Chicago",2,2,3
"Oklahoma City - Toronto","Chicago","Toronto",4,7,4
"Oklahoma City - Vancouver","Oklahoma City","Denver",4,7,1
"Oklahoma City - Vancouver","Denver","Helena",4,7,2
"Oklahoma City - Vancouver","Helena","Seattle",6,15,3
"Oklahoma City - Vancouver","Seattle","Vancouver",1,1,4
"Oklahoma City - Washington","Oklahoma City","Little Rock",2,2,1
"Oklahoma City - Washington","Little Rock","Nashville",3,4,2
"Oklahoma City - Washington","Nashville","Raleigh",3,4,3
"Oklahoma City - Washington","Raleigh","Washington",2,2,4
"Oklahoma City - Winnipeg","Oklahoma City","Kansas City",2,2,1
"Oklahoma City - Winnipeg","Kansas City","Omaha",1,1,2
"Oklahoma City - Winnipeg","Omaha","Duluth",2,2,3
"Oklahoma City - Winnipeg","Duluth","Winnipeg",4,7,4
"Omaha - Phoenix","Omaha","Denver",4,7,1
"Omaha - Phoenix","Denver","Phoenix",5,10,2
"Omaha - Pittsburgh","Omaha","Chicago",4,7,1
"Omaha - Pittsburgh","Chicago","Pittsburgh",3,4,2
"Omaha - Portland","Omaha","Helena",5,10,1
"Omaha - Portland","Helena","Seattle",6,15,2
"Omaha - Portland","Seattle","Portland",1,1,3
"Omaha - Raleigh","Omaha","Kansas City",1,1,1
"Omaha - Raleigh","Kansas City","Saint Louis",2,2,2
"Omaha - Raleigh","Saint Louis","Nashville",2,2,3
"Omaha - Raleigh","Nashville","Raleigh",3,4,4
"Omaha - Saint Louis","Omaha","Kansas City",1,1,1
"Omaha - Saint Louis","Kansas City","Saint Louis",2,2,2
"Omaha - Salt Lake City","Omaha","Denver",4,7,1
"Omaha - Salt Lake City","Denver","Salt Lake City",3,4,2
"Omaha - San Francisco","Omaha","Denver",4,7,1
"Omaha - San Francisco","Denver","Salt Lake City",3,4,2
"Omaha - San Francisco","Salt Lake City","San Francisco",5,10,3
"Omaha - Santa Fe","Omaha","Denver",4,7,1
"Omaha - Santa Fe","Denver","Santa Fe",2,2,2
"Omaha - Sault St. Marie","Omaha","Duluth",2,2,1
"Omaha - Sault St. Marie","Duluth","Sault St. Marie",3,4,2
"Omaha - Seattle","Omaha","Helena",5,10,1
